state,district,crop,year,area_harvested,production,yield
Rajasthan,Jodhpur,Onion,2016,50659.5,858546.8,16947.4
Rajasthan,Udaipur,Chickpea,2016,52639.6,66762.8,1268.3
Rajasthan,Udaipur,Cotton,2016,74399.2,146529.2,1969.5
Rajasthan,Udaipur,Rice,2016,11609.7,39791.1,3427.4
Rajasthan,Udaipur,Wheat,2016,65109.7,240437.1,3692.8
Rajasthan,Udaipur,Groundnut,2016,46394.5,100671.4,2169.9
Rajasthan,Kota,Wheat,2016,14448.1,54434.7,3767.6
Rajasthan,Kota,Rice,2016,22434.4,78074.0,3480.1
Rajasthan,Kota,Groundnut,2016,11778.4,27205.7,2309.8
Rajasthan,Kota,Potato,2016,43491.9,1207904.9,27773.1
Rajasthan,Kota,Chickpea,2016,9190.2,11425.3,1243.2
Rajasthan,Bikaner,Wheat,2016,61094.5,233704.8,3825.3
Rajasthan,Bikaner,Onion,2016,29585.1,565744.0,19122.6
Rajasthan,Bikaner,Groundnut,2016,77516.2,175047.1,2258.2
Rajasthan,Bikaner,Potato,2016,48380.6,1142619.1,23617.3
Rajasthan,Bikaner,Banana,2016,55071.8,2345899.0,42597.1
Madhya Pradesh,Indore,Groundnut,2016,40872.1,87605.3,2143.4
Madhya Pradesh,Indore,Wheat,2016,33914.5,124272.9,3664.3
Madhya Pradesh,Indore,Chickpea,2016,51599.2,70912.8,1374.3
Madhya Pradesh,Indore,Rice,2016,67287.3,232188.3,3450.7
Madhya Pradesh,Indore,Sugarcane,2016,13230.0,914580.6,69129.3
Madhya Pradesh,Bhopal,Groundnut,2016,38394.3,78078.6,2033.6
Madhya Pradesh,Bhopal,Maize,2016,72847.6,227962.0,3129.3
Madhya Pradesh,Bhopal,Rice,2016,64709.0,236000.2,3647.1
Madhya Pradesh,Bhopal,Cotton,2016,68765.8,138515.0,2014.3
Madhya Pradesh,Bhopal,Sugarcane,2016,10615.4,717929.1,67630.9
Madhya Pradesh,Ujjain,Maize,2016,38600.9,135033.7,3498.2
Madhya Pradesh,Ujjain,Wheat,2016,34361.2,121209.1,3527.5
Madhya Pradesh,Ujjain,Rice,2016,40588.3,168250.7,4145.3
Madhya Pradesh,Ujjain,Banana,2016,8139.3,359356.6,44150.8
Madhya Pradesh,Ujjain,Onion,2016,7514.1,123521.3,16438.6
Madhya Pradesh,Jabalpur,Cotton,2016,10826.2,20660.7,1908.4
Madhya Pradesh,Jabalpur,Groundnut,2016,30237.7,65664.2,2171.6
Madhya Pradesh,Jabalpur,Banana,2016,56522.7,2446517.2,43283.8
Madhya Pradesh,Jabalpur,Wheat,2016,79950.0,292313.2,3656.2
Madhya Pradesh,Jabalpur,Rice,2016,35069.3,137163.0,3911.2
Madhya Pradesh,Gwalior,Banana,2016,57607.0,2596330.2,45069.7
Madhya Pradesh,Gwalior,Maize,2016,10404.2,31866.0,3062.8
Madhya Pradesh,Gwalior,Onion,2016,55678.9,916625.0,16462.7
Madhya Pradesh,Gwalior,Groundnut,2016,26261.4,59025.1,2247.6
Madhya Pradesh,Gwalior,Wheat,2016,26256.1,105347.4,4012.3
Bihar,Patna,Sugarcane,2016,25643.2,2014299.0,78551.0
Bihar,Patna,Wheat,2016,54348.7,217258.9,3997.5
Bihar,Patna,Chickpea,2016,9097.1,12228.3,1344.2
Bihar,Patna,Groundnut,2016,12109.6,26853.0,2217.5
Bihar,Patna,Banana,2016,10156.3,499414.7,49172.9
Bihar,Gaya,Rice,2016,75216.9,244530.1,3251.0
Bihar,Gaya,Sugarcane,2016,13658.4,1099424.7,80494.4
Bihar,Gaya,Cotton,2016,23970.4,49000.3,2044.2
Bihar,Gaya,Potato,2016,64550.1,1618897.1,25079.7
Bihar,Gaya,Banana,2016,73515.0,3193815.1,43444.4
Bihar,Muzaffarpur,Sugarcane,2016,56114.4,4592716.7,81845.6
Bihar,Muzaffarpur,Rice,2016,22471.7,83444.2,3713.3
Bihar,Muzaffarpur,Wheat,2016,66535.0,188400.5,2831.6
Bihar,Muzaffarpur,Chickpea,2016,78064.3,108087.8,1384.6
Bihar,Muzaffarpur,Banana,2016,73895.0,3667261.1,49628.0
Bihar,Bhagalpur,Potato,2016,69170.9,1828850.9,26439.6
Bihar,Bhagalpur,Groundnut,2016,12370.4,27599.6,2231.1
Bihar,Bhagalpur,Onion,2016,42343.3,737209.6,17410.3
Bihar,Bhagalpur,Cotton,2016,55631.6,120904.2,2173.3
Bihar,Bhagalpur,Banana,2016,36597.6,1765435.3,48239.1
Bihar,Darbhanga,Cotton,2016,36525.2,73875.9,2022.6
Bihar,Darbhanga,Groundnut,2016,45367.6,106450.5,2346.4
Bihar,Darbhanga,Wheat,2016,62336.4,196284.9,3148.8
Bihar,Darbhanga,Sugarcane,2016,66694.5,4845415.5,72650.9
Bihar,Darbhanga,Rice,2016,29429.2,113458.4,3855.3
West Bengal,Hooghly,Cotton,2016,64059.3,123679.3,1930.7
West Bengal,Hooghly,Onion,2016,23244.6,449046.2,19318.3
West Bengal,Hooghly,Potato,2016,73287.2,1417938.8,19347.7
West Bengal,Hooghly,Chickpea,2016,75264.9,97227.2,1291.8
West Bengal,Hooghly,Wheat,2016,48300.0,182086.2,3769.9
West Bengal,Burdwan,Potato,2016,57946.6,1401525.4,24186.5
West Bengal,Burdwan,Onion,2016,78510.3,1541165.0,19630.1
West Bengal,Burdwan,Rice,2016,39100.2,160690.1,4109.7
West Bengal,Burdwan,Chickpea,2016,31107.2,37910.3,1218.7
West Bengal,Burdwan,Maize,2016,13691.9,47664.2,3481.2
West Bengal,Nadia,Sugarcane,2016,74065.7,5906050.8,79740.7
West Bengal,Nadia,Wheat,2016,45064.4,148068.1,3285.7
West Bengal,Nadia,Onion,2016,47977.3,965648.7,20127.2
West Bengal,Nadia,Groundnut,2016,56039.9,145031.3,2588.0
West Bengal,Nadia,Maize,2016,60204.7,209379.9,3477.8
West Bengal,Murshidabad,Sugarcane,2016,68311.6,4978576.7,72880.4
West Bengal,Murshidabad,Potato,2016,7886.6,194497.8,24661.8
West Bengal,Murshidabad,Rice,2016,7760.6,27933.5,3599.4
West Bengal,Murshidabad,Groundnut,2016,53277.6,123465.5,2317.4
West Bengal,Murshidabad,Maize,2016,64433.6,171425.6,2660.5
West Bengal,Birbhum,Sugarcane,2016,58067.9,4673385.9,80481.4
West Bengal,Birbhum,Groundnut,2016,60486.8,129054.6,2133.6
West Bengal,Birbhum,Cotton,2016,25075.4,51622.7,2058.7
West Bengal,Birbhum,Wheat,2016,38855.9,146673.3,3774.8
West Bengal,Birbhum,Rice,2016,26992.6,97999.3,3630.6
Tamil Nadu,Coimbatore,Chickpea,2016,75708.2,94907.8,1253.6
Tamil Nadu,Coimbatore,Wheat,2016,38714.6,148176.3,3827.4
Tamil Nadu,Coimbatore,Rice,2016,16316.5,62598.3,3836.5
Tamil Nadu,Coimbatore,Cotton,2016,72204.1,146653.7,2031.1
Tamil Nadu,Coimbatore,Potato,2016,42164.7,924364.1,21922.7
Tamil Nadu,Madurai,Sugarcane,2016,48925.5,3382699.3,69139.8
Tamil Nadu,Madurai,Banana,2016,29357.7,1467597.3,49990.2
Tamil Nadu,Madurai,Potato,2016,13871.2,372240.6,26835.5
Tamil Nadu,Madurai,Onion,2016,43748.3,889752.9,20338.0
Tamil Nadu,Madurai,Wheat,2016,10442.2,37877.0,3627.3
Tamil Nadu,Salem,Cotton,2016,65287.6,116407.8,1783.0
Tamil Nadu,Salem,Chickpea,2016,54082.0,71869.6,1328.9
Tamil Nadu,Salem,Sugarcane,2016,41264.1,2819666.7,68332.2
Tamil Nadu,Salem,Onion,2016,71897.0,1309395.4,18212.1
Tamil Nadu,Salem,Wheat,2016,28487.9,101126.3,3549.8
Tamil Nadu,Thanjavur,Cotton,2016,58322.7,125597.9,2153.5
Tamil Nadu,Thanjavur,Chickpea,2016,18124.4,24785.1,1367.5
Tamil Nadu,Thanjavur,Groundnut,2016,78729.3,188470.1,2393.9
Tamil Nadu,Thanjavur,Rice,2016,69344.0,278437.0,4015.3
Tamil Nadu,Thanjavur,Onion,2016,14930.2,276602.9,18526.4
Tamil Nadu,Tiruchirappalli,Groundnut,2016,43107.3,101522.0,2355.1
Tamil Nadu,Tiruchirappalli,Wheat,2016,73815.7,268932.7,3643.3
Tamil Nadu,Tiruchirappalli,Cotton,2016,51169.0,97210.9,1899.8
Tamil Nadu,Tiruchirappalli,Maize,2016,35721.5,126889.9,3552.2
Tamil Nadu,Tiruchirappalli,Potato,2016,50353.5,984738.2,19556.5
Punjab,Ludhiana,Sugarcane,2017,28030.7,1924271.1,68648.7
Punjab,Ludhiana,Chickpea,2017,13242.8,18161.2,1371.4
Punjab,Ludhiana,Cotton,2017,44989.0,96942.3,2154.8
Punjab,Ludhiana,Groundnut,2017,43069.7,97772.5,2270.1
Punjab,Ludhiana,Banana,2017,62903.8,2865702.1,45556.9
Punjab,Amritsar,Rice,2017,62959.6,259443.9,4120.8
Punjab,Amritsar,Groundnut,2017,8480.6,17063.8,2012.1
Punjab,Amritsar,Onion,2017,34129.6,641612.6,18799.3
Punjab,Amritsar,Wheat,2017,31906.6,115208.4,3610.8
Punjab,Amritsar,Chickpea,2017,9178.3,11831.7,1289.1
Punjab,Jalandhar,Wheat,2017,46585.9,160493.1,3445.1
Punjab,Jalandhar,Chickpea,2017,57871.9,66153.4,1143.1
Punjab,Jalandhar,Sugarcane,2017,27402.2,2164058.6,78973.9
Punjab,Jalandhar,Rice,2017,54582.6,222222.1,4071.3
Punjab,Jalandhar,Potato,2017,52396.1,1381035.4,26357.6
Punjab,Patiala,Wheat,2017,70110.8,256058.7,3652.2
Punjab,Patiala,Rice,2017,73107.1,268602.8,3674.1
Punjab,Patiala,Potato,2017,65290.1,1585700.7,24287.0
Punjab,Patiala,Onion,2017,59664.2,1155886.5,19373.2
Punjab,Patiala,Sugarcane,2017,46365.9,3573452.4,77070.7
Punjab,Bathinda,Maize,2017,49492.3,173470.5,3505.0
Punjab,Bathinda,Banana,2017,67393.6,3213043.8,47675.8
Punjab,Bathinda,Wheat,2017,16346.0,67342.3,4119.8
Punjab,Bathinda,Chickpea,2017,38711.3,46492.3,1201.0
Punjab,Bathinda,Groundnut,2017,43215.6,97131.4,2247.6
Maharashtra,Nashik,Onion,2017,17323.9,282228.9,16291.3
Maharashtra,Nashik,Maize,2017,68843.5,228326.4,3316.6
Maharashtra,Nashik,Groundnut,2017,47358.0,112285.8,2371.0
Maharashtra,Nashik,Cotton,2017,19040.0,33822.7,1776.4
Maharashtra,Nashik,Sugarcane,2017,35991.0,2870822.1,79765.0
Maharashtra,Pune,Maize,2017,60203.9,195536.2,3247.9
Maharashtra,Pune,Wheat,2017,22053.8,82170.3,3725.9
Maharashtra,Pune,Potato,2017,54859.6,1175822.3,21433.3
Maharashtra,Pune,Chickpea,2017,64753.1,94138.1,1453.8
Maharashtra,Pune,Cotton,2017,61662.0,125846.0,2040.9
Maharashtra,Nagpur,Potato,2017,66773.5,1652009.8,24740.5
Maharashtra,Nagpur,Chickpea,2017,59225.8,71207.2,1202.3
Maharashtra,Nagpur,Banana,2017,39819.4,1760463.5,44211.2
Maharashtra,Nagpur,Rice,2017,50798.9,223550.7,4400.7
Maharashtra,Nagpur,Sugarcane,2017,18700.1,1425295.4,76218.6
Maharashtra,Aurangabad,Cotton,2017,46983.0,101243.7,2154.9
Maharashtra,Aurangabad,Wheat,2017,48856.9,181581.6,3716.6
Maharashtra,Aurangabad,Maize,2017,78107.5,273641.8,3503.4
Maharashtra,Aurangabad,Chickpea,2017,45609.5,58699.4,1287.0
Maharashtra,Aurangabad,Rice,2017,19936.0,73980.5,3710.9
Maharashtra,Solapur,Wheat,2017,21963.7,80316.9,3656.8
Maharashtra,Solapur,Sugarcane,2017,42218.5,2872014.8,68027.4
Maharashtra,Solapur,Groundnut,2017,47599.2,117779.5,2474.4
Maharashtra,Solapur,Chickpea,2017,20726.1,24599.8,1186.9
Maharashtra,Solapur,Banana,2017,55927.6,2245532.3,40150.7
Uttar Pradesh,Varanasi,Wheat,2017,9456.4,33765.0,3570.6
Uttar Pradesh,Varanasi,Cotton,2017,13965.4,28253.4,2023.1
Uttar Pradesh,Varanasi,Chickpea,2017,51789.1,75223.7,1452.5
Uttar Pradesh,Varanasi,Potato,2017,12260.7,309919.8,25277.5
Uttar Pradesh,Varanasi,Rice,2017,39651.3,163771.8,4130.3
Uttar Pradesh,Lucknow,Maize,2017,20276.4,62646.0,3089.6
Uttar Pradesh,Lucknow,Banana,2017,67011.6,3271807.9,48824.5
Uttar Pradesh,Lucknow,Groundnut,2017,12761.4,27347.7,2143.0
Uttar Pradesh,Lucknow,Chickpea,2017,7222.1,7992.0,1106.6
Uttar Pradesh,Lucknow,Wheat,2017,47611.9,171488.5,3601.8
Uttar Pradesh,Agra,Cotton,2017,32298.3,54264.4,1680.1
Uttar Pradesh,Agra,Maize,2017,57125.3,166308.9,2911.3
Uttar Pradesh,Agra,Groundnut,2017,63916.5,158423.4,2478.6
Uttar Pradesh,Agra,Wheat,2017,36617.7,110556.2,3019.2
Uttar Pradesh,Agra,Chickpea,2017,36452.6,49291.2,1352.2
Uttar Pradesh,Kanpur,Potato,2017,21583.2,546145.6,25304.2
Uttar Pradesh,Kanpur,Onion,2017,14532.1,252175.5,17353.0
Uttar Pradesh,Kanpur,Maize,2017,50109.5,180830.2,3608.7
Uttar Pradesh,Kanpur,Groundnut,2017,62049.9,162291.5,2615.5
Uttar Pradesh,Kanpur,Wheat,2017,25880.5,102781.8,3971.4
Uttar Pradesh,Prayagraj,Wheat,2017,14410.2,53091.5,3684.3
Uttar Pradesh,Prayagraj,Banana,2017,46175.6,2088914.9,45238.5
Uttar Pradesh,Prayagraj,Potato,2017,6685.9,175451.4,26242.0
Uttar Pradesh,Prayagraj,Maize,2017,64406.9,198399.0,3080.4
Uttar Pradesh,Prayagraj,Onion,2017,27014.4,471811.9,17465.2
Gujarat,Ahmedabad,Onion,2017,73097.9,1428596.1,19543.6
Gujarat,Ahmedabad,Sugarcane,2017,58965.4,4316550.3,73204.8
Gujarat,Ahmedabad,Wheat,2017,55379.4,214445.7,3872.3
Gujarat,Ahmedabad,Banana,2017,54485.6,2427753.0,44557.7
Gujarat,Ahmedabad,Rice,2017,18750.2,70592.6,3764.9
Gujarat,Surat,Cotton,2017,25007.9,48092.7,1923.1
Gujarat,Surat,Chickpea,2017,76059.0,103364.2,1359.0
Gujarat,Surat,Onion,2017,15913.4,335884.1,21107.0
Gujarat,Surat,Maize,2017,13490.8,47513.2,3521.9
Gujarat,Surat,Sugarcane,2017,33932.5,2718688.9,80120.5
Gujarat,Rajkot,Potato,2017,24723.5,569960.7,23053.4
Gujarat,Rajkot,Banana,2017,13459.2,600398.8,44608.8
Gujarat,Rajkot,Wheat,2017,63099.7,220306.3,3491.4
Gujarat,Rajkot,Chickpea,2017,59391.2,81544.1,1373.0
Gujarat,Rajkot,Maize,2017,76004.7,257724.3,3390.9
Gujarat,Vadodara,Sugarcane,2017,63273.8,5084821.8,80362.2
Gujarat,Vadodara,Maize,2017,15707.0,56634.7,3605.7
Gujarat,Vadodara,Banana,2017,20724.6,1091392.7,52661.7
Gujarat,Vadodara,Chickpea,2017,23627.4,32624.7,1380.8
Gujarat,Vadodara,Groundnut,2017,46350.6,106583.2,2299.5
Gujarat,Junagadh,Wheat,2017,29269.5,103927.2,3550.7
Gujarat,Junagadh,Sugarcane,2017,71920.1,6185912.5,86010.9
Gujarat,Junagadh,Banana,2017,65186.1,3151206.9,48341.7
Gujarat,Junagadh,Cotton,2017,9355.1,19524.1,2087.0
Gujarat,Junagadh,Maize,2017,35820.1,109516.4,3057.4
Karnataka,Bengaluru Rural,Banana,2017,59094.2,2691149.9,45540.0
Karnataka,Bengaluru Rural,Rice,2017,36076.8,145883.8,4043.7
Karnataka,Bengaluru Rural,Onion,2017,6030.0,120484.2,19980.8
Karnataka,Bengaluru Rural,Chickpea,2017,31127.2,42977.3,1380.7
Karnataka,Bengaluru Rural,Cotton,2017,54737.2,116530.0,2128.9
Karnataka,Belagavi,Maize,2017,34692.5,110457.5,3183.9
Karnataka,Belagavi,Potato,2017,57280.9,1386484.2,24205.0
Karnataka,Belagavi,Sugarcane,2017,33498.2,2354410.9,70284.7
Karnataka,Belagavi,Chickpea,2017,43459.9,62425.8,1436.4
Karnataka,Belagavi,Groundnut,2017,67462.0,163878.7,2429.2
Karnataka,Mysuru,Wheat,2017,27944.5,97898.0,3503.3
Karnataka,Mysuru,Onion,2017,64173.4,1223960.0,19072.7
Karnataka,Mysuru,Cotton,2017,14951.0,27233.2,1821.5
Karnataka,Mysuru,Sugarcane,2017,69307.2,6166060.6,88967.1
Karnataka,Mysuru,Potato,2017,73947.2,1713837.3,23176.5
Karnataka,Hubballi,Groundnut,2017,20300.0,54602.9,2689.8
Karnataka,Hubballi,Potato,2017,44788.6,1094731.9,24442.2
Karnataka,Hubballi,Wheat,2017,78776.4,293875.4,3730.5
Karnataka,Hubballi,Cotton,2017,78725.2,149562.1,1899.8
Karnataka,Hubballi,Sugarcane,2017,27004.3,1825485.3,67599.8
Karnataka,Dharwad,Wheat,2017,28368.6,102736.9,3621.5
Karnataka,Dharwad,Sugarcane,2017,6327.2,467973.0,73962.1
Karnataka,Dharwad,Groundnut,2017,7886.1,19798.1,2510.5
Karnataka,Dharwad,Rice,2017,34689.4,128971.7,3717.9
Karnataka,Dharwad,Banana,2017,29641.8,1425314.1,48084.6
Rajasthan,Jaipur,Potato,2017,25668.4,604434.3,23547.8
Rajasthan,Jaipur,Banana,2017,28883.6,1486416.5,51462.3
Rajasthan,Jaipur,Rice,2017,57907.8,203968.6,3522.3
Rajasthan,Jaipur,Chickpea,2017,75212.2,88126.1,1171.7
Rajasthan,Jaipur,Maize,2017,22562.5,73127.3,3241.1
Rajasthan,Jodhpur,Onion,2017,53195.0,1031951.1,19399.4
Rajasthan,Jodhpur,Cotton,2017,16915.4,30821.6,1822.1
Rajasthan,Jodhpur,Maize,2017,67024.6,190075.1,2835.9
Rajasthan,Jodhpur,Sugarcane,2017,19365.3,1298489.8,67052.4
Rajasthan,Jodhpur,Potato,2017,17363.0,450840.7,25965.6
Rajasthan,Udaipur,Onion,2017,16513.5,292336.8,17702.9
Rajasthan,Udaipur,Maize,2017,47127.7,148951.8,3160.6
Rajasthan,Udaipur,Chickpea,2017,11717.4,15894.7,1356.5
Rajasthan,Udaipur,Sugarcane,2017,37692.6,3021981.6,80174.4
Rajasthan,Udaipur,Rice,2017,64475.7,251564.8,3901.7
Rajasthan,Kota,Cotton,2017,15132.6,27679.0,1829.1
Rajasthan,Kota,Maize,2017,6625.0,21728.7,3279.8
Rajasthan,Kota,Potato,2017,75843.5,1973796.8,26024.6
Rajasthan,Kota,Wheat,2017,50747.9,170792.1,3365.5
Rajasthan,Kota,Onion,2017,26068.9,461411.7,17699.7
Rajasthan,Bikaner,Rice,2017,51272.4,186072.7,3629.1
Rajasthan,Bikaner,Cotton,2017,55422.1,102032.1,1841.0
Rajasthan,Bikaner,Potato,2017,35041.2,938466.4,26781.8
Rajasthan,Bikaner,Groundnut,2017,64873.6,139244.7,2146.4
Rajasthan,Bikaner,Onion,2017,17917.1,313741.0,17510.7
Madhya Pradesh,Indore,Rice,2017,32730.4,125118.5,3822.7
Madhya Pradesh,Indore,Banana,2017,7551.7,320197.4,42400.7
Madhya Pradesh,Indore,Maize,2017,78220.1,252956.0,3233.9
Madhya Pradesh,Indore,Groundnut,2017,19119.9,46656.4,2440.2
Madhya Pradesh,Indore,Wheat,2017,31633.6,110404.4,3490.1
Madhya Pradesh,Bhopal,Maize,2017,44802.6,152633.5,3406.8
Madhya Pradesh,Bhopal,Rice,2017,26960.0,113903.3,4224.9
Madhya Pradesh,Bhopal,Chickpea,2017,34156.4,41824.5,1224.5
Madhya Pradesh,Bhopal,Sugarcane,2017,28783.9,2181261.2,75780.6
Madhya Pradesh,Bhopal,Onion,2017,8416.4,144470.9,17165.4
Madhya Pradesh,Ujjain,Wheat,2017,57312.6,211260.0,3686.1
Madhya Pradesh,Ujjain,Potato,2017,77923.4,1958152.7,25129.2
Madhya Pradesh,Ujjain,Groundnut,2017,11156.7,27115.2,2430.4
Madhya Pradesh,Ujjain,Cotton,2017,13338.4,25164.2,1886.6
Madhya Pradesh,Ujjain,Sugarcane,2017,79197.1,5604509.5,70766.6
Madhya Pradesh,Jabalpur,Onion,2017,53301.2,1013533.0,19015.2
Madhya Pradesh,Jabalpur,Cotton,2017,13265.1,28624.8,2157.9
Madhya Pradesh,Jabalpur,Rice,2017,71083.4,276976.5,3896.5
Madhya Pradesh,Jabalpur,Banana,2017,41195.5,1840474.9,44676.6
Madhya Pradesh,Jabalpur,Maize,2017,60186.5,175214.9,2911.2
Madhya Pradesh,Gwalior,Maize,2017,67196.5,229261.0,3411.8
Madhya Pradesh,Gwalior,Potato,2017,61398.8,1478710.3,24083.7
Madhya Pradesh,Gwalior,Onion,2017,16660.7,291475.6,17494.8
Madhya Pradesh,Gwalior,Chickpea,2017,72194.8,101996.8,1412.8
Madhya Pradesh,Gwalior,Banana,2017,8345.0,393657.0,47172.8
Bihar,Patna,Banana,2017,77908.7,3597956.2,46181.7
Bihar,Patna,Rice,2017,40163.9,141850.9,3531.8
Bihar,Patna,Chickpea,2017,26730.1,33928.5,1269.3
Bihar,Patna,Cotton,2017,59388.6,108122.9,1820.6
Bihar,Patna,Potato,2017,15751.8,385514.3,24474.3
Bihar,Gaya,Potato,2017,42592.9,958549.0,22504.9
Bihar,Gaya,Maize,2017,46787.8,162157.2,3465.8
Bihar,Gaya,Banana,2017,53572.6,2494399.2,46561.1
Bihar,Gaya,Chickpea,2017,41440.0,63950.2,1543.2
Bihar,Gaya,Rice,2017,77012.8,326826.9,4243.8
Bihar,Muzaffarpur,Rice,2017,55551.9,218041.2,3925.0
Bihar,Muzaffarpur,Maize,2017,25637.7,81730.4,3187.9
Bihar,Muzaffarpur,Cotton,2017,7746.3,16051.9,2072.2
Bihar,Muzaffarpur,Onion,2017,75219.7,1411445.0,18764.3
Bihar,Muzaffarpur,Sugarcane,2017,29005.7,1932281.4,66617.3
Bihar,Bhagalpur,Potato,2017,72136.8,1876054.5,26006.9
Bihar,Bhagalpur,Sugarcane,2017,30764.9,2139295.8,69536.9
Bihar,Bhagalpur,Cotton,2017,57908.2,107025.9,1848.2
Bihar,Bhagalpur,Maize,2017,51305.0,170886.7,3330.8
Bihar,Bhagalpur,Groundnut,2017,47959.1,112881.3,2353.7
Bihar,Darbhanga,Banana,2017,72048.1,3276581.9,45477.7
Bihar,Darbhanga,Cotton,2017,9822.7,18392.0,1872.4
Bihar,Darbhanga,Groundnut,2017,75823.0,157044.6,2071.2
Bihar,Darbhanga,Potato,2017,19020.2,494801.0,26014.5
Bihar,Darbhanga,Sugarcane,2017,35275.3,2778536.6,78767.2
West Bengal,Hooghly,Rice,2017,55504.8,243843.7,4393.2
West Bengal,Hooghly,Sugarcane,2017,29838.2,2379450.2,79745.1
West Bengal,Hooghly,Groundnut,2017,64104.2,148747.4,2320.4
West Bengal,Hooghly,Wheat,2017,56760.8,169124.5,2979.6
West Bengal,Hooghly,Chickpea,2017,42101.3,52433.0,1245.4
West Bengal,Burdwan,Rice,2017,39057.9,137038.5,3508.6
West Bengal,Burdwan,Cotton,2017,34675.8,63071.8,1818.9
West Bengal,Burdwan,Banana,2017,39867.7,1989765.0,49909.2
West Bengal,Burdwan,Potato,2017,62637.7,1434578.7,22902.8
West Bengal,Burdwan,Maize,2017,24854.5,84798.6,3411.8
West Bengal,Nadia,Chickpea,2017,7925.7,10286.0,1297.8
West Bengal,Nadia,Potato,2017,53183.8,1309151.1,24615.6
West Bengal,Nadia,Maize,2017,16899.5,53294.3,3153.6
West Bengal,Nadia,Banana,2017,20844.7,951662.7,45654.9
West Bengal,Nadia,Sugarcane,2017,14536.6,1082796.4,74487.6
West Bengal,Murshidabad,Cotton,2017,23774.5,50841.8,2138.5
West Bengal,Murshidabad,Maize,2017,79069.3,244229.3,3088.8
West Bengal,Murshidabad,Chickpea,2017,34320.2,46236.2,1347.2
West Bengal,Murshidabad,Wheat,2017,39353.9,131827.7,3349.8
West Bengal,Murshidabad,Rice,2017,42353.0,165435.1,3906.1
West Bengal,Birbhum,Cotton,2017,62962.8,121795.2,1934.4
West Bengal,Birbhum,Groundnut,2017,64125.3,157934.2,2462.9
West Bengal,Birbhum,Rice,2017,74653.9,285133.1,3819.4
West Bengal,Birbhum,Banana,2017,46785.5,2377746.7,50822.3
West Bengal,Birbhum,Maize,2017,37634.2,113922.5,3027.1
Tamil Nadu,Coimbatore,Onion,2017,71823.1,1363410.7,18982.9
Tamil Nadu,Coimbatore,Sugarcane,2017,76145.4,6679786.7,87724.1
Tamil Nadu,Coimbatore,Wheat,2017,18993.5,76638.8,4035.0
Tamil Nadu,Coimbatore,Maize,2017,17396.2,55899.2,3213.3
Tamil Nadu,Coimbatore,Rice,2017,78010.4,330280.4,4233.8
Tamil Nadu,Madurai,Chickpea,2017,64779.4,80248.7,1238.8
Tamil Nadu,Madurai,Sugarcane,2017,44363.8,3626190.5,81737.6
Tamil Nadu,Madurai,Banana,2017,36912.8,1914910.6,51876.6
Tamil Nadu,Madurai,Maize,2017,6343.7,21040.8,3316.8
Tamil Nadu,Madurai,Onion,2017,50199.3,863372.7,17198.9
Tamil Nadu,Salem,Cotton,2017,39944.4,73529.7,1840.8
Tamil Nadu,Salem,Chickpea,2017,42453.6,52842.0,1244.7
Tamil Nadu,Salem,Banana,2017,68124.8,2715175.2,39855.9
Tamil Nadu,Salem,Groundnut,2017,72566.3,164028.9,2260.4
Tamil Nadu,Salem,Onion,2017,73339.5,1295402.9,17663.1
Tamil Nadu,Thanjavur,Chickpea,2017,16536.3,22090.8,1335.9
Tamil Nadu,Thanjavur,Onion,2017,60058.4,985282.1,16405.4
Tamil Nadu,Thanjavur,Maize,2017,9671.5,32343.4,3344.2
Tamil Nadu,Thanjavur,Cotton,2017,35409.0,71462.4,2018.2
Tamil Nadu,Thanjavur,Potato,2017,50972.0,1175679.4,23065.2
Tamil Nadu,Tiruchirappalli,Rice,2017,71683.9,298764.2,4167.8
Tamil Nadu,Tiruchirappalli,Onion,2017,72420.7,1403592.8,19381.1
Tamil Nadu,Tiruchirappalli,Wheat,2017,73173.5,262517.2,3587.6
Tamil Nadu,Tiruchirappalli,Groundnut,2017,77081.9,190924.2,2476.9
Tamil Nadu,Tiruchirappalli,Cotton,2017,27482.8,51008.1,1856.0
Punjab,Ludhiana,Maize,2018,56326.7,194321.5,3449.9
Punjab,Ludhiana,Potato,2018,23955.6,631620.5,26366.3
Punjab,Ludhiana,Onion,2018,72956.4,1443916.6,19791.5
Punjab,Ludhiana,Chickpea,2018,29394.0,37333.3,1270.1
Punjab,Ludhiana,Wheat,2018,40102.3,148851.7,3711.8
Punjab,Amritsar,Potato,2018,43119.4,955047.3,22148.9
Punjab,Amritsar,Banana,2018,23722.3,990054.9,41735.2
Punjab,Amritsar,Sugarcane,2018,75149.7,5407261.4,71953.2
Punjab,Amritsar,Groundnut,2018,11208.6,27785.0,2478.9
Punjab,Amritsar,Cotton,2018,77694.1,163794.7,2108.2
Punjab,Jalandhar,Onion,2018,43259.2,856402.4,19797.0
Punjab,Jalandhar,Rice,2018,53039.4,200144.2,3773.5
Punjab,Jalandhar,Chickpea,2018,61502.9,92192.8,1499.0
Punjab,Jalandhar,Groundnut,2018,33232.3,76234.9,2294.0
Punjab,Jalandhar,Maize,2018,22516.2,78998.1,3508.5
Punjab,Patiala,Rice,2018,68733.1,259481.2,3775.2
Punjab,Patiala,Onion,2018,70078.6,1291044.0,18422.8
Punjab,Patiala,Wheat,2018,60864.6,237445.0,3901.2
